clics_db_id,start_date,end_date,dependent_id
175,2020-06-30,NULL,10434
176,2020-06-30,NULL,10433
177,2020-06-30,NULL,10445
178,2020-06-30,NULL,10444
179,2020-06-26,NULL,10488
180,2020-06-26,NULL,10487
181,2020-06-19,NULL,10511
182,2020-06-26,NULL,10527
183,2020-06-26,NULL,10526
184,2020-06-30,NULL,10572
185,2020-06-30,NULL,10571
186,2020-06-30,NULL,10581
187,2020-06-30,NULL,10624
188,2020-06-30,NULL,10623
189,2020-06-26,NULL,10637
190,2020-06-30,NULL,10657
191,2020-06-30,NULL,10656
192,2020-02-15,NULL,10691
193,2020-02-15,NULL,10690
194,2020-02-15,NULL,10689
195,2020-06-19,NULL,10743
196,2020-06-30,NULL,10780
197,2020-06-30,NULL,10779
198,2020-06-19,NULL,10786
199,2020-06-19,NULL,10785
200,2020-06-30,NULL,10798
201,2020-06-30,NULL,10802
202,2020-06-19,NULL,10809
203,2020-06-26,NULL,10818
204,2020-06-26,NULL,10817
205,2020-06-26,NULL,10831
206,2020-01-18,NULL,10833
207,2020-06-19,NULL,10851
208,2020-06-30,NULL,10857
209,2020-06-30,NULL,10856
210,2020-06-30,NULL,10872
211,2020-06-30,NULL,10871
212,2020-06-26,NULL,10879
213,2020-06-26,NULL,10878
214,2020-06-30,NULL,10882
215,2020-06-30,NULL,10881
216,2020-06-30,NULL,10900
217,2020-06-30,NULL,10898
218,2020-06-30,NULL,10899
219,2020-06-30,NULL,10926
220,2020-06-30,NULL,10932
221,2020-06-30,NULL,10931
222,2020-06-30,NULL,10935
223,2020-06-30,NULL,10934
224,2020-06-30,NULL,10962
225,2020-02-11,NULL,10966
226,2020-06-26,NULL,10974
227,2020-06-30,NULL,11001
228,2020-02-08,NULL,11003
229,2020-06-26,NULL,11015
230,2020-06-26,NULL,11014
231,2020-02-01,NULL,11048
232,2020-06-26,NULL,11079
233,2020-06-26,NULL,13193
234,2020-06-26,NULL,11103
235,2020-06-26,NULL,11102
236,2020-06-30,NULL,11131
237,2020-06-30,NULL,11130
238,2020-06-30,NULL,13152
239,2020-06-30,NULL,13151
240,2020-06-30,NULL,13150
241,2020-03-21,NULL,11234
242,2020-07-07,NULL,11296
243,2020-04-01,NULL,11299
244,2020-05-13,NULL,11352
245,2020-07-07,NULL,11298
246,2020-07-07,NULL,11297
247,2020-04-01,NULL,11300
248,2020-05-13,NULL,11354
249,2020-05-13,NULL,11353
250,2020-07-10,NULL,9881
251,2020-07-31,NULL,9890
252,2020-07-10,NULL,9999
253,2020-07-31,NULL,10084
254,2020-07-31,NULL,10092
255,2020-07-31,NULL,10130
256,2020-07-10,NULL,10241
257,2020-07-10,NULL,10429
258,2020-07-24,NULL,10489
259,2020-07-31,NULL,10504
260,2020-07-31,NULL,10536
261,2020-07-31,NULL,10602
262,2020-07-24,NULL,10709
263,2020-07-24,NULL,10864
264,2020-07-24,NULL,10886
265,2020-07-10,NULL,10976
266,2020-07-10,NULL,10988
267,2020-07-24,NULL,11085
273,2020-03-01,NULL,17399
274,2020-03-15,NULL,17404
275,2020-03-15,NULL,17403
276,2020-03-15,NULL,17402
277,2020-04-01,NULL,17405
278,2020-04-15,NULL,17406
279,2020-01-01,NULL,5588
285,2020-07-20,2020-07-19,17499
286,2020-07-20,NULL,17499
287,2020-03-30,NULL,17135
288,2020-03-30,NULL,17134
289,2020-03-01,NULL,24941
290,2020-03-01,NULL,24942
291,2020-01-01,NULL,5136
293,2020-01-01,NULL,17475
294,2020-01-01,NULL,10835
297,2020-08-01,2021-01-01,25050
299,2020-01-01,NULL,25320
300,2020-01-01,NULL,4875
301,2020-01-01,NULL,13133
304,2020-08-17,NULL,26259
305,2020-08-17,NULL,26268
306,2020-10-17,NULL,26279
307,2020-10-17,NULL,26278
308,2020-10-17,NULL,26270
309,2020-10-17,NULL,26269
310,2020-07-17,NULL,26280
311,2020-07-17,NULL,26271
312,2020-09-12,NULL,26281
313,2020-09-12,NULL,26272
314,2020-07-09,NULL,26282
315,2020-07-09,NULL,26273
316,2020-10-09,NULL,26283
317,2020-10-09,NULL,26274
318,2020-09-11,NULL,26284
319,2020-09-11,NULL,26275
320,2020-04-20,NULL,26285
321,2020-04-20,NULL,26276
322,2020-03-01,NULL,17400
324,2021-01-01,NULL,4537
325,2021-01-20,NULL,29632
327,2021-01-01,NULL,29890
328,2021-01-01,NULL,25658
330,2021-01-01,NULL,5032
331,2021-01-01,NULL,5931
334,2021-01-01,NULL,25555
335,2020-06-07,NULL,31747
336,2022-02-15,NULL,36098
337,2021-09-30,NULL,36104
338,2021-03-01,NULL,2075
339,2021-04-01,NULL,38736
340,2021-03-29,NULL,37438
341,2021-09-30,NULL,40051
342,2021-08-20,NULL,40052
343,2021-07-31,NULL,40057
344,2021-07-31,NULL,40058
345,2021-07-31,NULL,40059
346,2021-09-30,NULL,40060
347,2021-09-30,NULL,40061
348,2021-02-28,NULL,40064
349,2021-02-28,NULL,40065
350,2021-06-30,NULL,40066
351,2021-06-30,NULL,40067
352,2021-09-30,NULL,40068
353,2021-09-30,NULL,40069
354,2021-09-30,NULL,40070
355,2021-09-30,NULL,40071
356,2021-09-30,NULL,40072
357,2021-09-30,NULL,40073
358,2021-06-30,NULL,40074
359,2021-06-30,NULL,40075
360,2021-06-30,NULL,40076
361,2021-06-30,NULL,40077
362,2021-06-30,NULL,40078
363,2021-06-30,NULL,40079
364,2021-06-30,NULL,40080
365,2021-06-30,NULL,40081
366,2021-09-30,NULL,40082
367,2021-09-30,NULL,40083
368,2021-09-30,NULL,40084
369,2021-10-10,NULL,40090
370,2021-06-30,NULL,40093
371,2021-06-30,NULL,40094
372,2021-09-30,NULL,40095
373,2021-09-30,NULL,40096
374,2021-09-30,NULL,40097
375,2021-06-30,NULL,40098
376,2021-06-30,NULL,40099
377,2021-06-30,NULL,40100
378,2021-06-30,NULL,40101
379,2021-06-30,NULL,40102
380,2021-06-30,NULL,40103
381,2021-09-30,NULL,40104
382,2021-09-30,NULL,40105
383,2021-09-30,NULL,40106
384,2021-09-30,NULL,40107
385,2021-09-30,NULL,40111
386,2021-09-30,NULL,40112
387,2021-09-30,NULL,40113
388,2021-06-30,NULL,40114
389,2021-06-30,NULL,40115
390,2021-03-01,NULL,40118
391,2021-03-01,NULL,40119
392,2021-03-01,NULL,40120
393,2021-06-30,NULL,40121
394,2021-03-31,NULL,40125
395,2021-04-01,NULL,12866
396,2021-05-01,NULL,40173
397,2021-12-19,NULL,9038
398,2021-07-01,NULL,4164
399,2021-01-01,NULL,27049
400,2021-01-01,NULL,4666
401,2021-03-03,NULL,51762
402,2021-03-01,NULL,31624
403,2021-08-29,NULL,16277
404,2021-01-01,NULL,41091
405,2021-01-01,NULL,41090
406,2021-01-01,NULL,41089
409,2021-01-01,NULL,40649
410,2021-01-01,NULL,38772
411,2021-01-01,NULL,6226
413,2021-01-01,NULL,12191
414,2021-01-01,NULL,5432
417,2021-01-01,NULL,4684
420,2021-01-01,NULL,3704
421,2021-08-29,NULL,12354
422,2021-02-04,NULL,37342
423,2021-11-30,NULL,8620
424,2021-11-30,NULL,8647
425,2021-09-01,NULL,63617
427,2021-01-01,NULL,5122
428,2021-01-01,NULL,5121
429,2021-09-01,NULL,4947
430,2021-01-01,NULL,5559
431,2021-10-01,NULL,17263
432,2021-10-01,NULL,17262
433,2021-02-07,NULL,38670
435,2020-10-12,NULL,25738
436,2020-12-15,NULL,34891
437,2020-12-15,NULL,34890
438,2019-08-02,NULL,65535
439,2019-12-02,NULL,65538
440,2021-07-12,NULL,25867
441,2021-07-12,NULL,25866
442,2021-11-07,NULL,26139
443,2020-07-01,NULL,25067
444,2020-07-01,NULL,25066
445,2020-07-01,NULL,25065
447,2021-11-07,NULL,26090
448,2021-11-07,NULL,26091
449,2021-09-19,2021-09-19,66109
450,2021-08-29,2021-08-29,67016
451,2021-08-29,2021-08-29,67015
452,2021-08-29,2021-08-29,67014
453,2020-07-01,NULL,23144
454,2020-07-01,NULL,24675
455,2021-07-01,NULL,66221
456,2021-07-01,NULL,66352
457,2021-07-01,NULL,66351
458,2021-07-01,NULL,66350
459,2021-07-01,NULL,66383
460,2020-07-01,NULL,26960
461,2021-07-01,NULL,66382
462,2021-07-01,NULL,66430
463,2021-07-01,NULL,66429
464,2021-07-01,NULL,66428
465,2021-07-01,NULL,66510
466,2021-07-01,NULL,66509
467,2021-07-01,NULL,66508
468,2021-07-01,NULL,66260
469,2021-07-01,NULL,66259
470,2021-07-01,NULL,66284
471,2021-07-01,NULL,66283
472,2021-12-21,NULL,65582
485,2021-12-28,NULL,6186
486,2021-08-25,NULL,40957
487,2021-08-25,NULL,40956
488,2021-10-05,NULL,40978
489,2021-10-05,NULL,40977
490,2021-11-05,NULL,41013
491,2021-11-05,NULL,41012
492,2021-11-05,NULL,41011
493,2021-12-27,NULL,52096
494,2021-12-27,NULL,52095
495,2021-12-20,NULL,52077
496,2021-04-27,NULL,51667
497,2022-01-01,NULL,67372
498,2022-01-01,NULL,13188
499,2022-01-01,NULL,13187
500,2021-01-01,NULL,68074
501,2024-01-01,NULL,68188
502,2024-01-01,NULL,68189
503,2024-01-01,NULL,68190
504,2024-01-01,NULL,68191
505,2024-01-01,NULL,68192
506,2024-01-01,NULL,68193
507,2024-01-01,NULL,68194
508,2024-01-01,NULL,68195
509,2024-01-01,NULL,68196
510,2023-01-01,NULL,68197
511,2023-01-01,NULL,68198
512,2023-01-01,NULL,68199
513,2024-01-01,NULL,68200
514,2024-01-01,NULL,68201
515,2024-01-01,NULL,68202
516,2023-01-01,NULL,68203
517,2023-01-01,NULL,68204
518,2024-01-01,NULL,68205
519,2024-01-01,NULL,68206
520,2024-01-01,NULL,68207
521,2024-01-01,NULL,68208
522,2024-01-01,NULL,68209
523,2024-01-01,NULL,68210
524,2024-01-01,NULL,68211
525,2024-01-01,NULL,68212
526,2024-01-01,NULL,68213
527,2024-01-01,NULL,68214
528,2024-01-01,NULL,68215
529,2024-01-01,NULL,68216
530,2024-01-01,NULL,68217
531,2024-01-01,NULL,68218
532,2024-01-01,NULL,68219
533,2024-01-01,NULL,68220
534,2024-01-01,NULL,68221
535,2024-01-01,NULL,68222
536,2024-01-01,NULL,68223
537,2024-01-01,NULL,68224
538,2024-01-01,NULL,68225
539,2024-01-01,NULL,68226
540,2024-01-01,NULL,68227
541,2024-01-01,NULL,68228
542,2024-01-01,NULL,68229
543,2024-01-01,NULL,68230
544,2024-01-01,NULL,68231
545,2024-01-01,NULL,68232
546,2024-01-01,NULL,68233
547,2024-01-01,NULL,68234
548,2024-01-01,NULL,68235
549,2024-01-01,NULL,68236
550,2024-01-01,NULL,68237
551,2024-01-01,NULL,68238
552,2024-01-01,NULL,68239
553,2024-01-01,NULL,68240
554,2024-01-01,NULL,68241
555,2024-01-01,NULL,68242
556,2024-01-01,NULL,68243
557,2024-01-01,NULL,68244
558,2024-01-01,NULL,68245
559,2023-01-01,NULL,68246
560,2023-01-01,NULL,68247
561,2023-01-01,NULL,68248
562,2024-01-01,NULL,68249
563,2024-01-01,NULL,68250
564,2024-01-01,NULL,68251
565,2024-01-01,NULL,68252
566,2024-01-01,NULL,68253
567,2024-01-01,NULL,68254
568,2024-01-01,NULL,68255
569,2024-01-01,NULL,68256
570,2024-01-01,NULL,68257
571,2024-01-01,NULL,68258
572,2024-01-01,NULL,68259
573,2024-01-01,NULL,68260
574,2024-01-01,NULL,68261
575,2024-01-01,NULL,68262
576,2024-01-01,NULL,68263
577,2024-01-01,NULL,68264
578,2024-01-01,NULL,68265
579,2024-01-01,NULL,68266
580,2024-01-01,NULL,68267
581,2024-01-01,NULL,68268
582,2023-01-01,NULL,68269
583,2023-01-01,NULL,68270
584,2024-01-01,NULL,68271
585,2024-01-01,NULL,68272
586,2024-01-01,NULL,68273
587,2024-01-01,NULL,68274
588,2024-01-01,NULL,68275
589,2024-01-01,NULL,68276
590,2024-01-01,NULL,68277
591,2023-01-01,NULL,68278
592,2024-01-01,NULL,68279
593,2024-01-01,NULL,68280
594,2024-01-01,NULL,68281
595,2024-01-01,NULL,68282
596,2024-01-01,NULL,68283
597,2024-01-01,NULL,68284
598,2024-01-01,NULL,68285
599,2024-01-01,NULL,68286
600,2024-01-01,NULL,68287
601,2024-01-01,NULL,68288
602,2024-01-01,NULL,68289
603,2024-01-01,NULL,68290
604,2024-01-01,NULL,68291
605,2024-01-01,NULL,68292
606,2024-01-01,NULL,68293
607,2024-01-01,NULL,68294
608,2024-01-01,NULL,68295
609,2023-01-01,NULL,68296
610,2023-01-01,NULL,68297
611,2023-01-01,NULL,68298
612,2024-01-01,NULL,68299
613,2024-01-01,NULL,68300
614,2024-01-01,NULL,68301
615,2024-01-01,NULL,68302
616,2024-01-01,NULL,68303
617,2024-01-01,NULL,68304
618,2024-01-01,NULL,68305
619,2024-01-01,NULL,68306
620,2024-01-01,NULL,68307
621,2024-01-01,NULL,68308
622,2024-01-01,NULL,68309
623,2024-01-01,NULL,68310
624,2024-01-01,NULL,68311
625,2024-01-01,NULL,68312
626,2024-01-01,NULL,68313
627,2024-01-01,NULL,68314
628,2024-01-01,NULL,68315
629,2024-01-01,NULL,68316
630,2024-01-01,NULL,68317
631,2024-01-01,NULL,68318
632,2024-01-01,NULL,68319
633,2024-01-01,NULL,68320
634,2024-01-01,NULL,68321
635,2024-01-01,NULL,68322
636,2024-01-01,NULL,68323
637,2024-01-01,NULL,68324
638,2024-01-01,NULL,68325
639,2024-01-01,NULL,68326
640,2024-01-01,NULL,68327
641,2024-01-01,NULL,68328
642,2024-01-01,NULL,68329
643,2024-01-01,NULL,68330
644,2024-01-01,NULL,68331
645,2024-01-01,NULL,68332
646,2024-01-01,NULL,68333
647,2024-01-01,NULL,68334
648,2024-01-01,NULL,68335
649,2024-01-01,NULL,68336
650,2024-01-01,NULL,68337
651,2024-01-01,NULL,68338
652,2024-01-01,NULL,68339
653,2024-01-01,NULL,68340
654,2024-01-01,NULL,68341
655,2023-01-01,NULL,68342
656,2024-01-01,NULL,68343
657,2024-01-01,NULL,68344
658,2024-01-01,NULL,68345
659,2024-01-01,NULL,68346
660,2024-01-01,NULL,68347
661,2024-01-01,NULL,68348
662,2024-01-01,NULL,68349
663,2024-01-01,NULL,68350
664,2024-01-01,NULL,68351
665,2024-01-01,NULL,68352
666,2024-01-01,NULL,68353
667,2023-01-01,NULL,68354
668,2024-01-01,NULL,68355
669,2024-01-01,NULL,68356
670,2024-01-01,NULL,68357
671,2024-01-01,NULL,68358
672,2024-01-01,NULL,68359
673,2024-01-01,NULL,68360
674,2024-01-01,NULL,68361
675,2024-01-01,NULL,68362
676,2024-01-01,NULL,68363
677,2024-01-01,NULL,68364
678,2024-01-01,NULL,68365
679,2024-01-01,NULL,68366
680,2024-01-01,NULL,68367
681,2024-01-01,NULL,68368
682,2024-01-01,NULL,68369
683,2024-01-01,NULL,68370
684,2024-01-01,NULL,68371
685,2024-01-01,NULL,68372
686,2024-01-01,NULL,68373
687,2024-01-01,NULL,68374
688,2024-01-01,NULL,68375
689,2024-01-01,NULL,68376
690,2024-01-01,NULL,68377
691,2024-01-01,NULL,68378
692,2024-01-01,NULL,68379
693,2024-01-01,NULL,68380
694,2024-01-01,NULL,68381
695,2024-01-01,NULL,68382
696,2024-01-01,NULL,68383
697,2024-01-01,NULL,68384
698,2024-01-01,NULL,68385
699,2024-01-01,NULL,68386
700,2024-01-01,NULL,68387
701,2024-01-01,NULL,68388
702,2024-01-01,NULL,68389
703,2024-01-01,NULL,68390
704,2023-01-01,NULL,68391
705,2023-01-01,NULL,68392
706,2024-01-01,NULL,68393
707,2024-01-01,NULL,68394
708,2024-01-01,NULL,68395
709,2024-01-01,NULL,68396
710,2024-01-01,NULL,68397
711,2024-01-01,NULL,68398
712,2024-01-01,NULL,68399
713,2024-01-01,NULL,68400
714,2024-01-01,NULL,68401
715,2024-01-01,NULL,68402
716,2024-01-01,NULL,68403
717,2024-01-01,NULL,68404
718,2024-01-01,NULL,68405
719,2024-01-01,NULL,68406
720,2024-01-01,NULL,68407
721,2024-01-01,NULL,68408
722,2024-01-01,NULL,68409
723,2024-01-01,NULL,68410
724,2024-01-01,NULL,68411
725,2024-01-01,NULL,68412
726,2024-01-01,NULL,68413
727,2024-01-01,NULL,68414
728,2024-01-01,NULL,68415
729,2024-01-01,NULL,68416
730,2024-01-01,NULL,68417
731,2023-01-01,NULL,68418
732,2023-01-01,NULL,68419
733,2023-01-01,NULL,68420
734,2024-01-01,NULL,68421
735,2024-01-01,NULL,68422
736,2024-01-01,NULL,68423
737,2024-01-01,NULL,68424
738,2024-01-01,NULL,68425
739,2024-01-01,NULL,68426
740,2024-01-01,NULL,68427
741,2024-01-01,NULL,68428
742,2024-01-01,NULL,68429
743,2024-01-01,NULL,68430
744,2024-01-01,NULL,68431
745,2024-01-01,NULL,68432
746,2024-01-01,NULL,68433
747,2024-01-01,NULL,68434
748,2024-01-01,NULL,68435
749,2024-01-01,NULL,68436
750,2023-01-01,NULL,68437
751,2024-01-01,NULL,68438
752,2024-01-01,NULL,68439
753,2024-01-01,NULL,68440
754,2024-01-01,NULL,68441
755,2024-01-01,NULL,68442
756,2024-01-01,NULL,68443
757,2024-01-01,NULL,68444
758,2024-01-01,NULL,68445
759,2024-01-01,NULL,68446
760,2024-01-01,NULL,68447
761,2024-01-01,NULL,68448
762,2024-01-01,NULL,68449
763,2024-01-01,NULL,68450
764,2024-01-01,NULL,68451
765,2024-01-01,NULL,68452
766,2024-01-01,NULL,68453
767,2024-01-01,NULL,68454
768,2024-01-01,NULL,68455
769,2024-01-01,NULL,68456
770,2024-01-01,NULL,68457
771,2024-01-01,NULL,68458
772,2023-01-01,NULL,68459
773,2023-01-01,NULL,68460
774,2024-01-01,NULL,68461
775,2024-01-01,NULL,68462
776,2024-01-01,NULL,68463
777,2024-01-01,NULL,68464
778,2024-01-01,NULL,68465
779,2024-01-01,NULL,68466
780,2024-01-01,NULL,68467
781,2024-01-01,NULL,68468
782,2024-01-01,NULL,68469
783,2024-01-01,NULL,68470
784,2024-01-01,NULL,68471
785,2024-01-01,NULL,68472
786,2024-01-01,NULL,68473
787,2024-01-01,NULL,68474
788,2024-01-01,NULL,68475
789,2024-01-01,NULL,68476
790,2024-01-01,NULL,68477
791,2024-01-01,NULL,68478
792,2023-01-01,NULL,68479
793,2023-01-01,NULL,68480
794,2024-01-01,NULL,68481
795,2024-01-01,NULL,68482
796,2024-01-01,NULL,68483
797,2024-01-01,NULL,68484
798,2024-01-01,NULL,68485
799,2024-01-01,NULL,68486
800,2024-01-01,NULL,68487
801,2024-01-01,NULL,68488
802,2024-01-01,NULL,68489
803,2024-01-01,NULL,68490
804,2024-01-01,NULL,68491
805,2024-01-01,NULL,68492
806,2024-01-01,NULL,68493
807,2024-01-01,NULL,68494
808,2024-01-01,NULL,68495
809,2024-01-01,NULL,68496
810,2024-01-01,NULL,68497
811,2024-01-01,NULL,68498
812,2024-01-01,NULL,68499
813,2024-01-01,NULL,68500
814,2024-01-01,NULL,68501
815,2024-01-01,NULL,68502
816,2024-01-01,NULL,68503
817,2024-01-01,NULL,68504
818,2024-01-01,NULL,68505
819,2024-01-01,NULL,68506
820,2024-01-01,NULL,68507
821,2024-01-01,NULL,68508
822,2024-01-01,NULL,68509
823,2024-01-01,NULL,68510
824,2024-01-01,NULL,68511
825,2024-01-01,NULL,68512
826,2024-01-01,NULL,68513
827,2024-01-01,NULL,68514
828,2024-01-01,NULL,68515
829,2024-01-01,NULL,68516
830,2024-01-01,NULL,68517
831,2024-01-01,NULL,68518
832,2024-01-01,NULL,68519
833,2024-01-01,NULL,68520
834,2024-01-01,NULL,68521
835,2024-01-01,NULL,68522
836,2024-01-01,NULL,68523
837,2024-01-01,NULL,68524
838,2024-01-01,NULL,68525
839,2024-01-01,NULL,68526
840,2024-01-01,NULL,68527
841,2024-01-01,NULL,68528
842,2024-01-01,NULL,68529
843,2024-01-01,NULL,68530
844,2024-01-01,NULL,68531
845,2024-01-01,NULL,68532
846,2024-01-01,NULL,68533
847,2024-01-01,NULL,68534
848,2024-01-01,NULL,68535
849,2024-01-01,NULL,68536
850,2024-01-01,NULL,68537
851,2024-01-01,NULL,68538
852,2024-01-01,NULL,68539
853,2023-01-01,NULL,68540
854,2023-01-01,NULL,68541
855,2024-01-01,NULL,68542
856,2024-01-01,NULL,68543
857,2024-01-01,NULL,68544
858,2024-01-01,NULL,68545
859,2024-01-01,NULL,68546
860,2024-01-01,NULL,68547
861,2024-01-01,NULL,68548
862,2024-01-01,NULL,68549
863,2024-01-01,NULL,68550
864,2024-01-01,NULL,68551
865,2024-01-01,NULL,68552
866,2024-01-01,NULL,68553
867,2024-01-01,NULL,68554
868,2024-01-01,NULL,68555
869,2024-01-01,NULL,68556
870,2024-01-01,NULL,68557
871,2024-01-01,NULL,68558
872,2024-01-01,NULL,68559
873,2024-01-01,NULL,68560
874,2024-01-01,NULL,68561
875,2024-01-01,NULL,68562
876,2024-01-01,NULL,68563
877,2024-01-01,NULL,68564
878,2024-01-01,NULL,68565
879,2024-01-01,NULL,68566
880,2024-01-01,NULL,68567
881,2024-01-01,NULL,68568
882,2024-01-01,NULL,68569
883,2024-01-01,NULL,68570
884,2024-01-01,NULL,68571
885,2024-01-01,NULL,68572
886,2024-01-01,NULL,68573
887,2024-01-01,NULL,68574
888,2023-01-01,NULL,68575
889,2023-01-01,NULL,68576
890,2024-01-01,NULL,68577
891,2024-01-01,NULL,68578
892,2023-01-01,NULL,68579
893,2024-01-01,NULL,68580
894,2024-01-01,NULL,68581
895,2024-01-01,NULL,68582
896,2024-01-01,NULL,68583
897,2024-01-01,NULL,68584
898,2024-01-01,NULL,68585
899,2024-01-01,NULL,68586
900,2024-01-01,NULL,68587
901,2024-01-01,NULL,68588
902,2024-01-01,NULL,68589
903,2024-01-01,NULL,68590
904,2024-01-01,NULL,68591
905,2024-01-01,NULL,68592
906,2024-01-01,NULL,68593
907,2024-01-01,NULL,68594
908,2023-01-01,NULL,68595
909,2023-01-01,NULL,68596
910,2023-01-01,NULL,68597
911,2023-01-01,NULL,68598
912,2024-01-01,NULL,68599
913,2024-01-01,NULL,68600
914,2024-01-01,NULL,68601
915,2024-01-01,NULL,68602
916,2024-01-01,NULL,68603
917,2024-01-01,NULL,68604
918,2024-01-01,NULL,68605
919,2024-01-01,NULL,68606
920,2024-01-01,NULL,68607
921,2024-01-01,NULL,68608
922,2024-01-01,NULL,68609
923,2024-01-01,NULL,68610
924,2023-01-01,NULL,68611
925,2023-01-01,NULL,68612
926,2024-01-01,NULL,68613
927,2024-01-01,NULL,68614
928,2024-01-01,NULL,68615
929,2024-01-01,NULL,68616
930,2024-01-01,NULL,68617
931,2024-01-01,NULL,68618
932,2024-01-01,NULL,68619
933,2024-01-01,NULL,68620
934,2024-01-01,NULL,68621
935,2024-01-01,NULL,68622
936,2024-01-01,NULL,68623
937,2024-01-01,NULL,68624
938,2024-01-01,NULL,68625
939,2024-01-01,NULL,68626
940,2024-01-01,NULL,68627
941,2024-01-01,NULL,68628
942,2024-01-01,NULL,68629
943,2024-01-01,NULL,68630
944,2024-01-01,NULL,68631
945,2024-01-01,NULL,68632
946,2024-01-01,NULL,68633
947,2024-01-01,NULL,68634
948,2024-01-01,NULL,68635
949,2024-01-01,NULL,68636
950,2024-01-01,NULL,68637
951,2024-01-01,NULL,68638
952,2024-01-01,NULL,68639
953,2024-01-01,NULL,68640
954,2024-01-01,NULL,68641
955,2024-01-01,NULL,68642
956,2024-01-01,NULL,68643
957,2024-01-01,NULL,68644
958,2024-01-01,NULL,68645
959,2024-01-01,NULL,68646
960,2024-01-01,NULL,68647
961,2024-01-01,NULL,68648
962,2024-01-01,NULL,68649
963,2024-01-01,NULL,68650
964,2024-01-01,NULL,68651
965,2024-01-01,NULL,68652
966,2024-01-01,NULL,68653
