clics_db_id,group_policy_id,effective_date
226,162,2020-11-14
227,163,2020-03-10
228,164,2020-08-06
229,165,2021-02-01
230,166,2021-01-01
231,166,2021-01-01
232,167,2021-01-01
233,167,2021-01-01
234,167,2021-01-01
235,167,2021-01-01
236,167,2021-01-01
237,168,2021-01-01
238,169,2021-01-01
239,170,2020-05-11
240,171,2020-12-10
241,172,2021-01-01
242,173,2021-02-01
243,174,2021-03-01
244,174,2021-03-01
245,174,2021-03-01
246,175,2021-02-03
247,176,2020-09-28
248,177,2021-01-01
249,177,2021-01-01
250,177,2021-01-01
251,178,2020-06-01
252,179,2020-04-08
253,179,2020-04-08
254,180,2021-01-17
255,181,2021-01-01
256,182,2019-04-17
257,183,2019-10-01
258,183,2019-10-01
259,183,2019-10-01
260,184,2020-01-01
261,185,2021-01-28
262,186,2020-10-16
263,187,2021-01-26
264,187,2021-01-26
265,188,2021-01-01
266,188,2021-01-01
267,188,2021-01-01
268,189,2021-01-27
269,190,2021-02-14
270,191,2020-12-24
271,192,2021-01-15
272,193,2020-12-15
273,194,2020-03-02
274,195,2021-04-01
275,196,2020-01-12
276,197,2021-01-01
277,198,2021-03-15
278,199,2021-02-01
279,200,2020-08-15
280,201,2021-01-01
281,202,2021-01-01
282,203,2021-01-08
283,204,2020-12-11
284,201,2021-02-14
285,205,2020-11-17
286,206,2021-03-07
287,207,2021-10-25
288,208,2021-02-17
289,210,2021-04-01
290,209,2020-12-24
291,211,2021-04-01
292,212,2021-04-01
293,212,2021-04-01
294,213,2021-01-17
295,214,2021-04-04
296,214,2021-04-04
297,215,2021-01-23
298,216,2021-02-25
299,216,2021-02-25
300,216,2021-02-25
301,216,2021-02-25
302,217,2021-01-21
303,218,2021-01-18
304,219,2020-09-01
305,220,2021-03-23
306,221,2021-02-17
307,222,2021-03-01
308,223,2021-03-11
309,224,2021-03-04
310,225,2021-01-01
311,225,2021-01-01
312,226,2021-04-11
313,227,2021-02-25
314,228,2021-02-19
315,228,2021-02-19
316,228,2021-02-19
317,228,2021-02-19
318,229,2021-02-05
319,229,2021-02-05
320,230,2021-02-01
321,230,2021-02-01
322,231,2021-02-10
323,231,2021-02-10
324,231,2021-02-10
325,232,2021-01-01
326,233,2021-03-01
327,234,2021-01-01
328,235,2021-03-13
329,235,2021-03-13
330,235,2021-03-13
331,236,2021-01-14
332,237,2021-01-01
333,238,2021-02-23
334,239,2021-01-01
335,240,2020-11-01
336,241,2021-03-22
337,241,2021-03-22
338,243,2020-11-01
339,242,2020-03-01
340,246,2021-02-18
341,244,2020-01-01
342,244,2020-01-01
343,244,2020-01-01
344,245,2021-01-01
345,246,2021-02-18
346,246,2021-02-18
347,247,2020-03-26
348,249,2020-04-03
349,248,2019-08-18
350,250,2020-05-23
351,251,2021-01-01
352,252,2020-07-20
353,253,2021-03-22
354,254,2021-05-01
355,255,2021-01-01
356,255,2021-01-01
357,256,2020-11-25
358,257,2021-01-01
359,258,2021-03-25
360,259,2021-04-01
361,260,2021-04-11
362,261,2021-03-10
363,261,2021-03-10
364,261,2021-03-10
365,261,2021-03-10
366,261,2021-03-10
367,262,2021-03-13
368,263,2020-12-09
369,263,2020-12-09
370,264,2022-01-24
371,265,2020-01-01
372,265,2020-01-01
373,265,2020-01-01
374,266,2020-01-06
375,266,2020-01-06
376,272,2021-01-01
377,266,2020-01-06
378,267,2020-03-10
379,267,2020-03-10
380,267,2020-03-10
381,268,2020-02-02
382,268,2020-02-02
383,268,2020-02-02
384,269,2020-01-01
385,270,2020-01-01
386,270,2020-01-01
387,271,2020-03-07
388,271,2020-03-07
389,273,2021-01-06
390,273,2021-01-06
391,274,2021-01-06
392,275,2021-01-01
393,276,2021-01-01
394,277,2021-01-11
395,278,2021-01-26
396,279,2021-01-01
397,280,2021-01-05
398,281,2021-01-01
399,282,2021-02-01
400,283,2021-02-08
401,284,2021-03-14
402,284,2021-03-14
403,284,2021-03-14
404,285,2021-02-01
405,285,2021-02-01
406,285,2021-02-01
407,285,2021-02-01
408,286,2021-04-01
409,286,2021-04-01
410,287,2021-04-12
411,288,2021-04-20
412,290,2021-02-04
413,289,2021-03-31
414,291,2021-04-01
415,291,2021-04-01
416,292,2021-03-07
417,293,2021-01-01
418,294,2021-04-21
419,294,2021-04-21
420,295,2021-04-04
421,295,2021-04-04
422,295,2021-04-04
423,296,2021-01-01
424,297,2020-10-15
425,298,2020-11-11
426,299,2021-01-01
427,300,2021-04-01
428,300,2021-04-01
429,300,2021-04-01
430,301,2021-06-09
431,302,2021-06-27
432,303,2020-12-10
433,304,2021-03-01
434,304,2021-03-01
435,305,2021-05-08
436,306,2020-11-05
437,307,2021-06-06
438,307,2021-06-06
439,307,2021-06-06
440,308,2021-06-15
441,309,2021-04-04
442,311,2021-05-04
443,311,2021-05-04
444,310,2021-04-23
445,312,2021-04-19
446,313,2021-04-19
447,314,2020-08-01
448,315,2021-02-08
449,316,2020-11-28
450,317,2020-12-19
451,318,2020-11-01
452,319,2021-06-01
453,319,2021-06-01
454,320,2020-06-10
455,321,2021-05-25
456,322,2021-06-09
457,323,2021-03-18
458,324,2021-03-28
459,325,2021-06-01
460,326,2021-04-13
461,327,2021-04-01
462,327,2021-04-01
463,328,2021-06-27
464,329,2021-05-14
465,330,2021-07-30
466,331,2021-05-01
467,331,2021-05-01
468,331,2021-05-01
469,332,2021-04-01
470,333,2021-04-12
471,334,2021-04-28
472,335,2021-05-05
473,336,2021-05-06
474,337,2021-03-11
475,337,2021-03-11
476,338,2021-04-01
477,339,2017-04-02
478,341,2021-07-08
479,340,2021-07-01
480,340,2021-07-01
481,340,2021-07-01
482,340,2021-07-01
483,342,2021-04-01
484,342,2021-04-01
485,343,2021-04-10
486,344,2021-04-02
487,344,2021-04-02
488,345,2021-04-02
489,345,2021-04-02
490,346,2021-06-10
491,346,2021-06-10
492,347,2021-03-10
493,347,2021-03-10
494,347,2021-03-10
495,348,2021-03-28
496,349,2018-02-01
497,349,2018-02-01
498,349,2018-02-01
499,350,2010-05-13
500,351,2017-06-07
501,352,2019-05-10
502,353,2018-01-24
503,354,2019-06-01
504,354,2019-06-01
505,354,2019-06-01
506,354,2019-06-01
507,355,2020-07-01
508,247,2015-03-26
509,356,2021-06-03
510,357,2021-07-01
511,358,2021-06-09
512,359,2021-07-04
513,360,2021-08-02
514,360,2021-08-02
515,360,2021-08-02
516,361,2021-08-02
517,361,2021-08-02
518,362,2021-05-19
519,363,2020-08-09
520,364,2021-05-16
521,365,2015-11-01
522,366,2021-09-01
523,367,2021-02-01
524,368,2021-03-24
525,369,2021-04-13
526,370,2021-06-01
527,371,2020-08-18
528,372,2021-08-18
529,372,2021-08-18
530,372,2021-08-18
531,373,2018-08-04
532,374,2021-08-01
533,374,2021-08-01
534,374,2021-08-01
535,375,2021-08-05
536,375,2021-08-05
537,375,2021-08-05
538,376,2021-06-27
539,377,2021-09-01
540,377,2021-09-01
541,378,2021-09-14
542,378,2021-09-14
543,378,2021-09-14
544,379,2021-09-07
545,380,2021-07-01
546,381,2020-09-30
547,382,2020-09-12
548,383,2021-07-01
549,384,2021-07-21
550,385,2020-07-01
551,385,2020-07-01
552,386,2021-07-01
553,387,2021-07-02
554,389,2020-09-05
555,390,2020-08-10
556,390,2020-08-10
557,391,2020-07-01
558,391,2020-07-01
559,391,2020-07-01
560,391,2020-07-01
561,392,2021-07-24
562,393,2021-09-01
563,394,2020-07-27
564,395,2021-08-03
565,395,2021-08-03
566,395,2021-08-03
567,395,2021-08-03
568,396,2021-09-03
569,397,2013-07-28
570,398,2020-07-01
571,399,2021-06-27
572,400,2021-02-25
573,401,2020-12-14
574,402,2020-06-16
575,403,2021-08-11
576,404,2021-10-01
577,404,2021-10-01
578,405,2021-05-27
579,406,2008-11-05
580,406,2008-11-05
581,406,2008-11-05
582,407,2020-09-28
583,408,2017-12-10
584,409,2020-11-25
585,388,2021-06-09
586,410,2021-07-01
587,136,2021-10-06
588,411,2021-07-14
589,412,2020-12-03
590,413,2020-11-11
591,414,2021-04-01
592,415,2021-09-16
593,416,2021-09-12
594,417,2021-10-10
595,418,2021-10-05
596,419,2020-07-01
597,419,2020-07-01
598,419,2020-07-01
599,420,2021-04-11
600,420,2021-04-11
601,421,2021-07-01
602,421,2021-07-01
603,422,2021-08-26
604,423,2021-09-01
605,424,2021-01-25
606,425,2021-07-01
607,426,2021-07-18
608,427,2021-07-01
609,428,2021-05-09
610,429,2021-07-07
611,430,2021-11-10
612,431,2021-08-12
613,432,2021-09-01
614,433,2020-09-22
615,433,2020-09-22
616,433,2020-09-22
617,434,2021-01-01
618,435,2021-02-26
619,436,2021-01-03
620,437,2021-11-01
621,438,2020-12-10
622,439,2021-11-08
623,440,2021-10-14
624,441,2021-10-12
625,442,2020-11-20
626,443,2021-12-01
627,444,2021-10-06
628,444,2021-10-06
629,444,2021-10-06
630,445,2021-01-01
631,446,2021-10-23
632,447,2021-06-01
633,448,2021-11-11
634,449,2021-11-15
635,450,2021-03-24
636,451,2021-11-21
637,452,2021-11-01
638,452,2021-11-01
639,452,2021-11-01
640,453,2020-10-06
641,453,2020-10-06
642,454,2021-12-06
643,455,2021-10-01
644,456,2021-10-10
645,457,2020-12-14
646,458,2021-11-24
647,459,2021-11-01
648,460,2021-11-01
649,461,2021-11-09
650,462,2021-11-08
651,463,2021-12-09
652,464,2021-12-13
653,465,2021-12-01
654,465,2021-12-01
655,466,2021-11-28
656,467,2021-11-28
657,468,2022-01-01
658,468,2022-01-01
659,468,2022-01-01
660,468,2022-01-01
661,468,2022-01-01
662,469,2022-01-01
663,470,2021-12-26
664,471,2021-12-09
665,472,2021-11-17
666,472,2021-11-17
667,472,2021-11-17
668,472,2021-11-17
669,472,2021-11-17
670,473,2022-01-06
671,474,2021-12-22
672,476,2022-01-01
673,476,2022-01-01
674,475,2021-12-23
675,477,2021-06-30
676,125,2021-11-01
677,478,2021-12-26
678,479,2021-12-07
679,480,2021-11-01
680,480,2021-11-01
681,480,2021-11-01
682,481,2021-03-02
683,29,2022-01-01
684,482,2021-02-16
685,483,2022-01-20
686,484,2022-01-18
687,484,2022-01-18
688,484,2022-01-18
689,484,2022-01-18
690,484,2022-01-18
691,484,2022-01-18
692,484,2022-01-18
693,485,2022-01-01
694,486,2022-01-12
695,487,2021-12-27
696,487,2021-12-27
697,488,2022-01-20
698,489,2022-01-12
699,489,2022-01-12
700,490,2022-01-04
701,491,2021-12-02
702,492,2021-07-06
703,493,2021-12-01
704,494,2022-02-01
705,495,2022-02-01
706,496,2022-02-01
707,497,2021-08-10
708,497,2021-08-10
709,497,2021-08-10
710,497,2021-08-10
711,497,2021-08-10
712,497,2021-08-10
713,497,2021-08-10
714,497,2021-08-10
715,498,2021-09-13
716,499,2021-09-01
717,499,2021-09-01
718,500,2022-01-16
719,501,2022-02-25
720,502,2022-02-02
721,502,2022-02-02
722,503,2022-02-01
723,504,2022-02-07
724,505,2022-02-19
725,173,2022-02-01
726,506,2022-01-02
727,506,2022-01-02
728,506,2022-01-02
729,506,2022-01-02
730,507,2022-02-02
731,508,2022-02-17
732,509,2022-02-13
733,510,2021-01-01
734,511,2022-02-02
735,512,2022-02-07
736,513,2022-02-24
737,513,2022-02-24
738,514,2022-03-01
739,515,2021-03-14
740,97,2021-01-01
741,97,2019-01-01
742,516,2022-02-27
743,517,2022-04-03
744,517,2022-04-03
745,517,2022-04-03
746,518,2022-03-13
747,519,2022-03-06
748,520,2022-03-24
749,521,2022-04-03
750,215,2022-04-01
751,522,2021-05-17
752,523,2021-04-21
753,524,2022-03-10
754,524,2022-03-10
755,524,2022-03-10
756,524,2022-03-10
757,524,2022-03-10
758,525,2022-03-30
759,526,2022-03-31
760,527,2022-03-31
761,528,2022-04-01
762,529,2022-04-01
763,530,2022-04-19
764,531,2022-04-01
765,531,2022-04-01
766,531,2022-04-01
767,532,2022-03-28
768,533,2022-03-06
769,534,2022-02-10
770,535,2022-05-01
771,536,2022-05-12
772,537,2022-06-01
773,35,2022-05-29
774,538,2022-05-16
775,539,2022-03-30
776,540,2022-06-01
777,540,2022-06-01
778,540,2022-06-01
779,540,2022-06-01
780,541,2022-06-01
781,542,2022-06-01
782,543,2022-07-01
783,544,2021-05-11
784,545,2020-11-28
785,546,2022-07-01
786,547,2022-07-01
787,548,2022-07-01
788,548,2022-07-01
789,548,2022-07-01
790,548,2022-07-01
791,548,2022-07-01
792,549,2022-07-19
793,549,2022-07-19
794,549,2022-07-19
795,550,2022-08-06
796,551,2022-05-29
797,552,2022-06-15
798,551,2022-05-29
799,553,2022-04-27
800,554,2022-08-17
801,556,2022-07-01
802,557,2023-07-26
803,558,2020-08-10
804,559,2022-08-01
805,560,2022-07-24
806,561,2022-07-25
807,561,2022-07-25
808,561,2022-07-25
809,562,2022-09-01
810,563,2020-09-01
811,564,2012-01-01
812,565,2021-10-23
813,566,2022-08-30
814,567,2014-08-09
815,568,2010-07-01
816,569,2017-08-01
817,570,2022-06-01
818,571,2022-08-29
819,572,2020-05-20
820,572,2020-05-20
821,572,2020-05-20
822,573,2018-09-23
823,574,2022-09-01
824,575,2019-11-01
825,576,2010-03-01
826,578,2022-08-29
827,579,2019-02-24
828,580,2022-01-25
829,581,2022-09-13
830,582,2021-05-17
831,583,2022-10-01
832,584,2022-01-28
833,8,2021-12-17
834,585,2020-05-10
835,586,2022-09-14
836,548,2022-07-01
837,587,2022-10-27
838,588,2022-07-01
839,589,2022-11-13
840,590,1992-01-01
841,591,2022-10-25
842,592,2019-12-06
843,593,2009-01-01
844,594,2022-01-10
845,595,2022-10-03
846,596,2022-09-17
847,597,2022-07-05
848,598,2022-04-06
849,599,2022-11-08
850,600,2022-11-01
851,601,2022-10-26
852,205,2022-11-17
853,602,2005-12-27
854,603,2022-11-03
855,604,2019-08-20
856,605,2022-06-30
857,606,2018-11-28
858,607,2020-12-15
859,608,2022-11-01
860,608,2022-11-01
861,608,2022-11-01
862,609,2022-11-01
863,609,2022-11-01
864,609,2022-11-01
865,610,2000-08-06
866,611,2018-01-28
867,612,2022-11-24
868,613,2021-11-03
869,614,2017-01-10
870,615,2022-02-16
871,616,1998-01-01
872,616,1998-01-01
873,617,2017-08-01
874,618,2015-07-01
875,619,2022-09-14
876,620,2022-09-14
877,439,2022-11-08
878,439,2022-11-08
879,621,2022-12-01
880,621,2022-12-01
881,621,2022-12-01
882,621,2022-12-01
883,622,2022-12-01
884,624,2022-11-29
885,623,2022-10-12
886,625,2011-05-18
887,626,2001-03-25
888,627,2022-11-01
889,627,2022-11-01
890,627,2022-11-01
891,627,2022-11-01
892,628,2023-01-01
893,629,2011-06-02
894,630,2022-11-15
895,631,2015-10-01
896,633,2023-01-01
897,632,2023-01-01
898,634,2023-01-01
899,636,2012-04-19
900,635,2019-12-08
901,637,2022-10-02
902,638,2022-12-13
903,639,2015-02-07
904,640,2011-04-23
905,640,2011-04-23
906,640,2011-04-23
907,640,2011-04-23
908,640,2011-04-23
909,640,2011-04-23
910,641,2005-07-17
911,642,2023-01-05
912,642,2023-01-05
913,642,2023-01-05
914,642,2023-01-05
915,642,2023-01-05
916,54,2023-01-01
917,643,2023-01-01
918,643,2023-01-01
919,643,2023-01-01
920,643,2023-01-01
921,643,2023-01-01
922,643,2023-01-01
923,644,1998-01-25
924,645,2023-01-01
925,646,2019-07-01
926,647,2022-10-06
927,649,2018-01-01
928,648,2022-12-01
929,650,2022-09-01
930,651,2022-10-12
931,652,2022-03-16
932,653,2022-12-23
933,654,2023-01-02
934,655,2022-12-11
935,656,2021-08-09
936,657,1997-08-21
937,658,2023-02-01
938,659,2022-11-01
939,660,2023-01-15
940,661,2022-10-25
941,577,2018-12-20
942,663,2018-09-06
943,662,2018-01-18
944,664,2023-01-01
945,665,2022-01-10
946,577,2018-12-20
947,666,2023-02-05
948,666,2023-02-05
949,667,2023-02-08
950,668,2023-02-01
951,669,2023-02-06
952,670,2022-09-18
953,671,1980-08-04
954,672,2022-06-16
955,673,2018-11-18
956,674,2022-07-20
957,674,2022-07-20
958,675,2022-08-16
959,676,2023-01-24
960,677,2023-02-19
961,677,2023-02-19
962,677,2023-02-19
963,678,2023-01-05
964,679,2023-01-23
965,680,2022-12-18
966,680,2022-12-18
967,680,2022-12-18
968,681,2023-03-06
969,476,2023-01-01
970,476,2023-01-01
971,476,2023-01-01
972,683,2023-03-01
973,683,2023-03-01
974,683,2023-03-01
975,683,2023-03-01
976,684,2023-02-14
977,682,2022-07-01
978,685,2023-01-02
979,687,2022-06-12
980,686,2022-05-16
981,688,2020-12-23
982,689,2022-10-30
983,690,2018-03-01
984,691,2001-03-25
985,692,2022-07-23
986,693,2023-03-07
987,694,2023-03-20
988,695,2023-03-16
989,696,2009-12-22
990,697,2022-05-01
991,698,1994-09-20
992,699,2023-03-14
993,699,2023-03-14
994,699,2023-03-14
995,700,2023-03-22
996,441,2023-04-13
997,701,2023-04-05
998,702,2019-10-03
999,703,2023-03-22
1000,703,2023-03-22
1001,704,2023-04-01
1002,704,2023-04-01
1003,704,2023-04-01
1004,705,2023-04-01
1005,706,2023-03-16
1006,707,2023-03-16
1007,708,2023-02-01
1008,709,2023-04-25
1009,709,2023-04-25
1010,710,2022-07-17
1011,711,2023-04-27
1012,711,2023-04-27
1013,712,2022-12-07
1014,228,2023-02-19
1015,228,2023-02-19
1016,228,2023-02-19
1017,713,2021-01-01
1018,714,2021-05-02
1019,715,2018-08-01
1020,716,2023-01-16
1021,717,2021-02-22
1022,718,2021-01-10
1023,719,2015-08-30
1024,720,2023-02-15
1025,721,2002-07-09
1026,722,2023-05-10
1027,723,2021-03-01
1028,724,2023-05-21
1029,725,2023-01-01
1030,726,2023-03-23
1031,727,2023-05-21
1032,728,2023-05-21
1033,729,2023-04-01
1034,730,2001-02-01
1035,731,2023-03-14
1036,390,2017-08-10
1037,732,2023-05-23
1038,733,2023-02-27
1039,734,2023-03-15
1040,734,2023-03-15
1041,734,2023-03-15
1042,735,2023-03-01
1043,736,2022-10-30
1044,737,2023-05-01
1045,737,2023-05-01
1046,738,2023-03-05
1047,739,2023-03-23
1048,740,2020-08-16
1049,741,2023-04-11
1050,742,2023-06-06
1051,742,2023-06-06
1052,742,2023-06-06
1053,743,2023-06-07
1054,744,2023-03-29
1055,745,2023-06-12
1056,746,2023-03-18
1057,747,2023-03-30
1058,748,2023-04-02
1059,749,2023-05-01
1060,750,2023-03-10
11060,751,2022-07-01
11061,751,2022-07-01
11062,751,2022-07-01
11063,752,2023-05-01
11064,754,2023-03-19
11065,753,2020-09-15
11066,754,2023-03-19
11067,755,2017-05-08
11068,756,2023-05-22
11069,757,2023-05-28
11070,758,2022-01-19
11071,759,2023-07-01
11072,759,2023-07-01
11073,759,2023-07-01
11074,759,2023-07-01
11075,759,2023-07-01
11076,760,2022-06-09
11077,761,2022-06-09
11078,763,2023-06-18
11079,764,2023-06-21
11080,765,2023-04-14
11081,765,2023-04-14
11082,766,2023-06-08
11083,767,2023-05-31
11084,768,2023-02-28
11085,769,2018-12-02
11086,775,2017-05-17
11087,776,2016-12-07
11088,776,2016-12-07
11089,776,2016-12-07
11090,777,2023-07-06
11091,778,2023-05-01
11092,778,2023-05-01
11093,779,2023-06-25
11094,779,2023-06-25
11095,780,2018-09-19
11096,781,2023-05-02
11097,782,2022-12-22
11098,783,2023-01-25
11099,784,1987-02-24
11100,785,2023-07-01
11101,786,2023-01-10
11102,787,2023-07-23
11103,788,2023-07-20
11104,789,2023-07-20
11105,791,2002-06-26
11106,790,2023-07-01
11107,792,1999-01-15
11108,793,2023-07-12
11109,794,2023-07-18
11110,796,2023-08-01
11111,762,2022-12-28
11112,797,2023-07-06
11113,798,2023-07-06
11114,799,2023-08-03
11115,800,2023-07-01
11116,801,2023-03-16
11117,802,2023-01-31
11118,803,2021-02-13
11119,804,2023-07-06
11120,805,2023-08-14
11121,806,2023-08-10
11122,807,2023-07-25
11123,808,2023-07-26
11124,809,2022-11-03
11125,810,2023-05-18
11126,811,2023-08-04
11127,812,2023-08-22
11128,813,2023-08-20
11129,814,2023-07-25
11130,815,2023-07-27
11131,816,2023-08-01
11132,817,2023-08-27
11133,818,2023-08-24
11134,818,2023-08-24
11135,818,2023-08-24
11136,819,2022-01-05
11137,820,2022-08-23
11138,821,2023-08-28
11139,822,2023-06-21
11140,822,2023-06-21
11141,823,2023-08-29
11142,824,2022-09-11
11143,825,2023-07-12
11144,825,2023-07-12
11145,825,2023-07-12
11146,826,2023-08-31
11147,827,2023-08-03
11148,828,2023-08-03
11149,829,2010-05-16
11150,830,2023-08-01
11151,830,2023-08-01
11152,831,2015-10-29
11153,832,2018-01-01
11154,833,2023-08-24
11155,834,2023-09-13
11156,835,2016-12-04
11157,836,2023-09-17
11158,836,2023-09-17
11159,836,2023-09-17
11160,836,2023-09-17
11161,836,2023-09-17
11162,837,2023-09-07
11163,838,2023-09-04
11164,839,2014-07-15
11165,548,2023-07-01
11166,548,2023-07-01
11167,548,2023-07-01
11168,554,2022-08-17
11169,221,2021-02-17
11170,840,2022-09-13
11171,621,2023-07-15
11172,621,2023-07-15
11173,841,2023-09-26
11174,841,2023-09-26
11175,841,2023-09-26
11176,841,2023-09-26
11177,841,2023-09-26
11178,842,2023-09-01
11179,843,2010-01-12
11180,844,2023-10-04
11181,845,2023-09-24
11182,846,2023-09-14
11183,847,2023-10-01
11184,848,2023-09-10
11185,849,2023-10-01
11186,850,2023-03-01
11187,850,2023-03-01
11188,850,2023-03-01
11189,850,2023-03-01
11190,850,2023-03-01
11191,850,2023-03-01
11192,851,2021-09-20
11193,852,2020-11-15
11194,853,2023-09-24
11195,853,2023-09-24
11196,854,2023-10-10
11197,181,2023-10-01
11198,855,2005-05-30
11199,855,2005-05-30
11200,856,1995-11-19
11201,857,2016-11-15
11202,858,2023-09-07
11203,859,1997-01-01
11204,860,2023-10-01
11205,861,2010-09-01
11206,862,2023-10-01
11207,863,2022-12-26
11208,864,2022-10-01
11209,865,2023-10-15
11210,866,2023-10-18
11211,867,2023-10-18
11212,867,2023-10-18
11213,867,2023-10-18
11214,877,2023-10-19
11215,877,2023-10-19
11216,877,2023-10-19
11217,877,2023-10-19
11218,877,2023-10-19
11219,877,2023-10-19
11220,876,2023-10-19
11221,876,2023-10-19
11222,876,2023-10-19
11223,876,2023-10-19
11224,876,2023-10-19
11225,876,2023-10-19
11226,875,2023-10-19
11227,875,2023-10-19
11228,875,2023-10-19
11229,875,2023-10-19
11230,875,2023-10-19
11231,875,2023-10-19
11232,874,2023-10-19
11233,874,2023-10-19
11234,874,2023-10-19
11235,874,2023-10-19
11236,874,2023-10-19
11237,874,2023-10-19
11238,873,2023-10-19
11239,873,2023-10-19
11240,873,2023-10-19
11241,873,2023-10-19
11242,873,2023-10-19
11243,873,2023-10-19
11244,872,2023-10-19
11245,872,2023-10-19
